ClientID,rank,Produit,proba
3765,1,INCENDIE COMMERCIAL / LEASING,0.44562228961577466
3765,2,SANTE ET PREVOYANCE,0.23862248265968097
3765,3,AUTOMOBILE DOUANE,0.037676772902316025
3766,1,AUTOMOBILE ASSURANCE FRONTIERE TEMPORAIRE,0.6991095183866342
3766,2,ENGINS DE CHANTIERS,0.06943128432898737
3766,3,SANTE ET PREVOYANCE,0.059384428041082855
3767,1,MULTIRISQUES HABITATIONS NON OCCUPANT,0.5021660861335565
3767,2,DHAMEN,0.051786787178736006
3767,3,SANTE ET PREVOYANCE,0.03562916650616351
3768,1,SANTE ET PREVOYANCE,0.3443341211500261
3768,2,INCENDIE RISQUES INDUSTRIEL,0.05035821145272994
3768,3,ASSISTANCES EN VOYAGES MJSEP,0.031190114838909617
3769,1,SANTE ET PREVOYANCE,0.3762103503180729
3769,2,OMNICANAL AUTOMOBILE PACK3,0.08491441886789709
3769,3,POLICE A ALIMENTER(FACULTE TERRESTRE),0.059107324815869076
3770,1,SANTE ET PREVOYANCE,0.28524181539287574
3770,2,ENGINS DE CHANTIERS,0.09197530908852806
3770,3,PERTES D EXPLOITATION APRES  INCENDIE,0.03450402753399331
3771,1,ASSISTANCES EN VOYAGES - PLAN BUSINESS,0.5824760394658278
3771,2,SANTE ET PREVOYANCE,0.030460547604196538
3771,3,OMNICANAL AUTOMOBILE PACK2,0.0294213167032607
3772,1,AUTOMOBILE AMICALE,0.8158281961654792
3772,2,AUTOMOBILE II,0.01925396287815555
3772,3,PACK DOMMAGE ET COLLISION,0.017134707228068195
3773,1,TEMPORAIRE DECES A CAPITAL DECROISSANT LINEAIREMENT (STEG),0.5883888226899124
3773,2,SANTE ET PREVOYANCE,0.2653246274702883
3773,3,TEMPORAIRE DECES A CAPITAL DECROISSANT LINEAIREMENT (TSB),0.0056182888417927335
3774,1,POLICE AU VOYAGE(CORPS DE TOUT NAVIRES),0.7714373846434845
3774,2,SANTE ET PREVOYANCE,0.08688067630168642
3774,3,MULTIRISQUES PROFESSIONNELLES,0.00741167761499848
3775,1,INCENDIE COMMERCIAL / LEASING,0.7156889908935434
3775,2,POLICE AU VOYAGE(FACULTE TERRESTRE),0.07648898457652314
3775,3,SANTE ET PREVOYANCE,0.060851703611415994
3776,1,TOUS RISQUES CHANTIER,0.4440199639181671
3776,2,AUTOMOBILE LEASING,0.1327605171946043
3776,3,OMNICANAL AUTOMOBILE PACK3,0.07431317158292498
3777,1,RESPONSABILITE CIVILE,0.4733073379104665
3777,2,SANTE ET PREVOYANCE,0.17883679211100412
3777,3,POLICE AU VOYAGE(CORPS DE TOUT NAVIRES),0.0717669408365219
3778,1,PERTES D EXPLOITATION APRES  INCENDIE,0.6074747519617844
3778,2,SANTE ET PREVOYANCE,0.10042325057956074
3778,3,RESPONSABILITE DECENNALE,0.02826342815267268
3779,1,TOUS RISQUES CHANTIER,0.49185717853759925
3779,2,POLICE A ALIMENTER(CORPS DE CONSTRUCTION NAVAL),0.15047118595968623
3779,3,BRIS DE MACHINES,0.09664176994534308
3780,1,TOUS RISQUES CHANTIER,0.6053955080814328
3780,2,SANTE ET PREVOYANCE,0.03415197852734222
3780,3,VOL DES RISQUES ACCESSOIRES,0.01788591738635246
3781,1,MULTIRISQUES PROFESSIONNELLES CENTRALISE,0.33854343699326467
3781,2,SANTE ET PREVOYANCE,0.25703613175906853
3781,3,OMNICANAL AUTOMOBILE PACK3,0.02927482738227289
3782,1,SANTE ET PREVOYANCE,0.2556939113891765
3782,2,AUTOMOBILE II,0.178731193048152
3782,3,POLICE A ALIMENTER(FACULTE MARITIME),0.14574973977219546
3783,1,POLICE ABONNEMENT(CORPS DE TOUT NAVIRES),0.3711162257476438
3783,2,SANTE ET PREVOYANCE,0.05202212593534021
3783,3,PACK TOUS RISQUES AVEC FRANCHISE,0.039341864049760124
3784,1,INCENDIE COMMERCIAL / LEASING,0.3259980096881103
3784,2,SANTE ET PREVOYANCE,0.2422164526579358
3784,3,RESPONSABILITE DECENNALE,0.10228632947014776
3785,1,PERTES D EXPLOITATION APRES  INCENDIE,0.6976377518713078
3785,2,POLICE A ALIMENTER(CORPS DE PLAISANCE),0.05796006391316098
3785,3,AUTOMOBILE AMICALE,0.01755077153266498
3786,1,POLICE AU VOYAGE(FACULTE AERIEN),0.8817045522399412
3786,2,SANTE ET PREVOYANCE,0.009343246884343053
3786,3,MIXTE IMPURE A CARACTERE VIE 50 * 100 (AS),0.0030036939463184502
3787,1,DHAMEN,0.4895031020021329
3787,2,SANTE ET PREVOYANCE,0.06864757305347573
3787,3,PACK TOUS RISQUES AVEC FRANCHISE,0.056520011422133656
3788,1,POLICE AU VOYAGE(CORPS DE PLAISANCE),0.44549358504505415
3788,2,ENGINS DE CHANTIERS,0.08690562734266186
3788,3,POLICE A ALIMENTER(FACULTE TERRESTRE),0.05889160260513029
3789,1,SANTE ET PREVOYANCE,0.3921265730077179
3789,2,OMNICANAL AUTOMOBILE PACK1,0.07677931412538143
3789,3,POLICE ABONNEMENT(FACULTE MARITIME),0.057291092012096735
3790,1,OMNICANAL AUTOMOBILE PACK3,0.2007884546573241
3790,2,BRIS DE MACHINES,0.1614959223035568
3790,3,AUTOMOBILE DOUANE,0.06745198255877605
3791,1,SANTE ET PREVOYANCE,0.5862146263494686
3791,2,AUTOMOBILE AMICALE,0.0391922363642227
3791,3,BRIS DE MACHINES,0.007652132229463384
3792,1,POLICE A ALIMENTER(CORPS DE PLAISANCE),0.3078465815610771
3792,2,SANTE ET PREVOYANCE,0.16602816396669248
3792,3,TOUS RISQUES CHANTIER,0.08204942819806048
3793,1,POLICE ABONNEMENT(FACULTE MARITIME),0.49831753628389164
3793,2,SANTE ET PREVOYANCE,0.14408644824062286
3793,3,CREDITS COMMERCIAUX B.H,0.048365302552615855
3794,1,POLICE AU VOYAGE(FACULTE TERRESTRE),0.6430741850697318
3794,2,SANTE ET PREVOYANCE,0.14375872449603308
3794,3,INCENDIE RISQUES INDUSTRIEL,0.10021802535457118
3795,1,ENGINS DE CHANTIERS,0.6187445553917406
3795,2,SANTE ET PREVOYANCE,0.02988094192550366
3795,3,RC ENTREPRISE DE BATIMENT ET TRAVAUX PUBLIC,0.020278092049228928
3796,1,POLICE AU VOYAGE(CORPS DE PLAISANCE),0.22647155811258296
3796,2,MULTIRISQUES HABITATIONS NON OCCUPANT (BH),0.07349116554248332
3796,3,PACK DOMMAGE ET COLLISION,0.062407555012509226
3797,1,SANTE ET PREVOYANCE,0.46760187475469406
3797,2,PACK TOUS RISQUES AVEC FRANCHISE,0.18721926497068372
3797,3,INCENDIE RISQUES SIMPLE AMICALE,0.03789828533811864
3798,1,AUTOMOBILE LEASING,0.5086945266656046
3798,2,SANTE ET PREVOYANCE,0.12662541791572288
3798,3,INCENDIE LOGEMENTS  BTE,0.0280924657957432
3799,1,RC ENTRPRISES INDUSTRIELLES,0.6617045357785254
3799,2,POLICE AU VOYAGE(FACULTE AERIEN),0.06624535270802943
3799,3,POLICE AU VOYAGE(CORPS DE PLAISANCE),0.05224535264707042
3800,1,SANTE ET PREVOYANCE,0.2158201640387239
3800,2,POLICE AU VOYAGE(FACULTE MARITIME),0.0819946127551849
3800,3,POLICE A ALIMENTER(FACULTE AERIEN),0.0629553776307239
3801,1,TOUS RISQUES MONTAGE,0.21113489332734797
3801,2,SANTE ET PREVOYANCE,0.13885554958467142
3801,3,OMNICANAL AUTOMOBILE PACK1,0.12863912565245267
3802,1,CARTES BANCAIRES,0.3586438973036639
3802,2,SANTE ET PREVOYANCE,0.27555240013650883
3802,3,POLICE A ALIMENTER(CORPS DE TOUT NAVIRES),0.17175404698650634
3803,1,CREDITS FONAPRA FOPRODI (AS),0.4920890116812892
3803,2,SANTE ET PREVOYANCE,0.044626323131739365
3803,3,INCENDIE RISQUES AGRICOLES,0.018324278654384848
3804,1,INCENDIE RISQUES SIMPLE,0.37632156748054146
3804,2,MULTIRISQUES INFORMATIQUES,0.13886389724062037
3804,3,POLICE AU VOYAGE(CORPS DE PECHE),0.12235452107087653
3805,1,HORIZON (AMICALE TELEPERFORMANCE),0.284516292860791
3805,2,AUTOMOBILE II,0.18246924033782716
3805,3,SANTE ET PREVOYANCE,0.1388110690102545
3806,1,ENGINS DE CHANTIERS,0.22990845020947684
3806,2,TOUS RISQUES CHANTIER,0.17534483313702515
3806,3,SANTE ET PREVOYANCE,0.17454271338737384
3807,1,SANTE ET PREVOYANCE,0.48639537717538867
3807,2,BRIS DE MACHINES,0.09213023817679046
3807,3,RC ENTRPRISES INDUSTRIELLES,0.01682483321654612
3808,1,POLICE AU VOYAGE(CORPS DE PECHE),0.3142717091394686
3808,2,RESPONSABILITE DECENNALE,0.1855844115667382
3808,3,PACK BASIC,0.12427704163480288
3809,1,ASSISTANCES EN VOYAGES - PLAN GOLDEN,0.738774786317833
3809,2,SANTE ET PREVOYANCE,0.053029062426607654
3809,3,MULTIRISQUES INFORMATIQUES,0.043848423562808964
3810,1,POLICE ABONNEMENT(FACULTE TERRESTRE),0.43528797261159624
3810,2,MULTIRISQUES INFORMATIQUES,0.14527422978766652
3810,3,AUTOMOBILE TUNISIE TELECOM,0.1080737578723464
3811,1,POLICE AU VOYAGE(CORPS DE PECHE),0.5173408512879738
3811,2,SANTE ET PREVOYANCE,0.187335130336234
3811,3,TOUS RISQUES MONTAGE,0.07377922399774954
3812,1,POLICE A ALIMENTER(CORPS DE PLAISANCE),0.7036737533783952
3812,2,OMNICANAL AUTOMOBILE PACK PERSONALISE,0.0621377624965144
3812,3,SANTE ET PREVOYANCE,0.016772999369288957
3813,1,AUTOMOBILE II,0.6694312021397562
3813,2,SANTE ET PREVOYANCE,0.09945946657742732
3813,3,RESPONSABILITE DECENNALE,0.03262475957629569
3814,1,ASSISTANCES EN VOYAGES BH,0.6036953606327777
3814,2,ENGINS DE CHANTIERS,0.11394732007346954
3814,3,OMNICANAL AUTOMOBILE PACK PERSONALISE,0.027121163606765107
3815,1,POLICE A ALIMENTER(FACULTE TERRESTRE),0.7252739907531223
3815,2,POLICE A ALIMENTER(FACULTE AERIEN),0.0572909428475748
3815,3,MIXTE REVALORISABLE (AS),0.021728030703336357
3816,1,ASSURANCE VIE COMPLEMENT RETRAITE - HORIZON+,0.6050708257742868
3816,2,POLICE A ALIMENTER(CORPS DE CONSTRUCTION NAVAL),0.19648118744211104
3816,3,TOUS RISQUES MONTAGE,0.02973885909666646
3817,1,INCENDIE RISQUES SIMPLE CENTRALISE,0.4456972627882912
3817,2,AUTOMOBILE II,0.11312661593216694
3817,3,SANTE ET PREVOYANCE,0.035809828819372155
3818,1,ASSISTANCES EN VOYAGES BH,0.5429758111093396
3818,2,SANTE ET PREVOYANCE,0.07961610001450839
3818,3,BRIS DE MACHINES,0.07046013995522821
3819,1,SANTE ET PREVOYANCE,0.33164026882701325
3819,2,POLICE ABONNEMENT(CORPS DE PLAISANCE),0.17523014036504309
3819,3,ENGINS DE CHANTIERS,0.06144003860711027
3820,1,INCENDIE RISQUES SIMPLE,0.4944131237221102
3820,2,ENGINS DE CHANTIERS,0.07692843642745407
3820,3,POLICE ABONNEMENT(CORPS DE PLAISANCE),0.07214129534279283
3821,1,MULTIRISQUES HABITATIONS NON OCCUPANT (SALIM),0.28375964355858224
3821,2,SANTE ET PREVOYANCE,0.2803740179585502
3821,3,DEGATS DES EAUX,0.01556335376881038
3822,1,ASSISTANCES EN VOYAGES - PLAN BASIQUE,0.5019836726733775
3822,2,SANTE ET PREVOYANCE,0.15436130099069623
3822,3,ENGINS DE CHANTIERS,0.10895266350549991
3823,1,VOL TOUTE CATEGORIES,0.6999948099987596
3823,2,PACK TOUS RISQUES SANS FRANCHISE,0.05379815337065307
3823,3,SANTE ET PREVOYANCE,0.021087436577925552
3824,1,TEMPORAIRE DECES A CAPITAL DECROISSANT LINEAIREMENT (AMICALE SOTUMAG),0.6074944076254717
3824,2,POLICE A ALIMENTER(CORPS DE PECHE),0.0843024876333413
3824,3,MULTIRISQUES INFORMATIQUES,0.07542980543772354
3825,1,MULTIRISQUES HABITATIONS NON OCCUPANT,0.6535999348897554
3825,2,SANTE ET PREVOYANCE,0.12562631216465484
3825,3,TOUS RISQUES CHANTIER,0.05155061091399942
3826,1,POLICE AU VOYAGE(CORPS DE CONSTRUCTION NAVAL),0.20314940982491844
3826,2,INCENDIE COMMERCIAL / LEASING,0.18206859139725126
3826,3,POLICE A ALIMENTER(CORPS DE TOUT NAVIRES),0.16203873412507855
3827,1,POLICE AU VOYAGE(CORPS DE TOUT NAVIRES),0.2872417969985616
3827,2,AUTOMOBILE AMICALE,0.1768767018623512
3827,3,TOUS RISQUES CHANTIER,0.1285752982646702
3828,1,SANTE ET PREVOYANCE,0.22506702858891486
3828,2,BRIS DE MACHINES,0.12520514813604502
3828,3,TOUS RISQUES MONTAGE,0.11793588766667311
3829,1,POLICE ABONNEMENT(FACULTE AERIEN),0.3141271159314533
3829,2,SANTE ET PREVOYANCE,0.11409897992362003
3829,3,ENGINS DE CHANTIERS,0.10688282223386773
3830,1,MULTIRISQUES INFORMATIQUES,0.5675526071445396
3830,2,MULTIRISQUES HABITATIONS OCCUPANT (BH),0.07323873812938997
3830,3,BRIS DE MACHINES,0.0647162180210643
3831,1,AUTOMOBILE LEASING,0.3161592040462427
3831,2,POLICE ABONNEMENT(CORPS DE PLAISANCE),0.14381580469940586
3831,3,MULTIRISQUES INFORMATIQUES,0.12699832987347454
3832,1,ASSURANCE VIE COMPLEMENT RETRAITE - HORIZON+,0.43589642832792547
3832,2,SANTE ET PREVOYANCE,0.10917593910689909
3832,3,PERTES D EXPLOITATION APRES  INCENDIE,0.08654625764521476
3833,1,POLICE AU VOYAGE(CORPS DE PLAISANCE),0.6088546190723919
3833,2,MULTIRISQUES INFORMATIQUES,0.0805440388961282
3833,3,POLICE A ALIMENTER(CORPS DE CONSTRUCTION NAVAL),0.04035883698503719
3834,1,PACK DOMMAGE ET COLLISION,0.6547936916170749
3834,2,MULTIRISQUES INFORMATIQUES,0.06834938895022341
3834,3,SANTE ET PREVOYANCE,0.02321345783980863
3835,1,VOL SUR LA PERSONNE ET PERTE PAR CAS DE FORCE MAJEURE,0.5895886029646483
3835,2,SANTE ET PREVOYANCE,0.10246574854556778
3835,3,OMNICANAL AUTOMOBILE PACK2,0.024702006750345826
3836,1,POLICE ABONNEMENT(FACULTE TERRESTRE),0.09331376052942712
3836,2,SANTE ET PREVOYANCE,0.07556235316426539
3836,3,ASSISTANCES VOYAGES SERGAZ,0.029526460843099976
3837,1,SANTE ET PREVOYANCE,0.7095149620224982
3837,2,TEMPORAIRE DECES A CAPITAL DECROISSANT LINEAIREMENT (STEG),0.013208676549807287
3837,3,MULTIRISQUES HABITATIONS NON OCCUPANT (SALIM),0.009396251032125656
3838,1,TOUS RISQUES MONTAGE,0.33474604086390497
3838,2,ENGINS DE CHANTIERS,0.20256780049914658
3838,3,AUTOMOBILE TUNISIE TELECOM,0.15190165360277913
3839,1,POLICE ABONNEMENT(FACULTE TERRESTRE),0.789056146084151
3839,2,RESPONSABILITE DECENNALE,0.06660900514855567
3839,3,AUTOMOBILE AMICALE,0.015874391929269958
3840,1,TEMPORAIRE DECES A CAPITAL DECROISSANT LINEAIREMENT (PERSONNELS BTE),0.4845755676449895
3840,2,SANTE ET PREVOYANCE,0.21120270816377376
3840,3,TOUS RISQUES MONTAGE,0.0590421771374497
3841,1,POLICE A ALIMENTER(FACULTE TERRESTRE),0.6665787719591815
3841,2,AUTOMOBILE ASSURANCE FRONTIERE TEMPORAIRE,0.027323934758993754
3841,3,SANTE ET PREVOYANCE,0.023107470217227224
3842,1,ASSURANCE HOMME CLEF,0.6030634003294436
3842,2,AUTOMOBILE TUNISIE TELECOM,0.04465085236901998
3842,3,SANTE ET PREVOYANCE,0.030338609043822646
3843,1,PACK TOUS RISQUES SANS FRANCHISE,0.548579418609709
3843,2,SANTE ET PREVOYANCE,0.20053453557612735
3843,3,BRIS DE MACHINES,0.02617733293083334
3844,1,RC ASSOCIATION SPORTIVES,0.726066772357516
3844,2,SANTE ET PREVOYANCE,0.020835667914907582
3844,3,POLICE AU VOYAGE(CORPS DE TOUT NAVIRES),0.017493679971668483
3845,1,ENGINS DE CHANTIERS,0.4409250979774946
3845,2,SANTE ET PREVOYANCE,0.16603387774221617
3845,3,PACK TOUS RISQUES AVEC FRANCHISE,0.06897113942623351
3846,1,ENGINS DE CHANTIERS,0.28810630860530256
3846,2,RESPONSABILITE DECENNALE,0.07024947944898052
3846,3,SANTE ET PREVOYANCE,0.04436737636353769
3847,1,TOUS RISQUES MONTAGE,0.5296451695512058
3847,2,PACK TOUS RISQUES SANS FRANCHISE,0.04908098962490343
3847,3,MULTIRISQUES INFORMATIQUES,0.04033447547651867
3848,1,OMNICANAL AUTOMOBILE PACK3,0.6770704138507295
3848,2,PACK TOUS RISQUES SANS FRANCHISE,0.06741775036161472
3848,3,SANTE ET PREVOYANCE,0.017158896158219725
3849,1,TEMPORAIRE DECES A CAPITAL DECROISSANT LINEAIREMENT (AMICALE SOTUMAG),0.5259366069627469
3849,2,POLICE A ALIMENTER(FACULTE TERRESTRE),0.15861048452550647
3849,3,SANTE ET PREVOYANCE,0.10145892819373056
3850,1,ENGINS DE CHANTIERS,0.557093904067011
3850,2,POLICE ABONNEMENT(CORPS DE PECHE),0.19727876747195805
3850,3,SANTE ET PREVOYANCE,0.021043151980445554
3851,1,BRIS DE MACHINES,0.5565513477610241
3851,2,RESPONSABILITE DECENNALE,0.15916393468039702
3851,3,MULTIRISQUES PROFESSIONNELLES,0.02569893714378103
3852,1,ASSISTANCES VOYAGES SERGAZ,0.6564714654365764
3852,2,POLICE A ALIMENTER(CORPS DE PLAISANCE),0.08731281770259706
3852,3,TOUS RISQUES MONTAGE,0.05257117514123675
3853,1,MIXTE IMPURE A CARACTERE DECES 100 * 25 (AS),0.6221281413739876
3853,2,SANTE ET PREVOYANCE,0.029898235097703205
3853,3,R.C  ETABLISSEMENT  EDUCATION PHYSIQUE ET SPORTIVES,0.01934966597887213
3854,1,MULTIRISQUES HABITATIONS NON OCCUPANT,0.28115646650309994
3854,2,ENGINS DE CHANTIERS,0.25044020728755473
3854,3,POLICE A ALIMENTER(CORPS DE CONSTRUCTION NAVAL),0.08027136501405327
3855,1,TOUS RISQUES CHANTIER,0.14549493321749077
3855,2,POLICE ABONNEMENT(CORPS DE PECHE),0.11971090853906984
3855,3,MULTIRISQUES HABITATIONS NON OCCUPANT (BH),0.09707602243895186
3856,1,OMNICANAL AUTOMOBILE PACK2,0.5384166826206884
3856,2,POLICE ABONNEMENT(FACULTE TERRESTRE),0.20955442448430314
3856,3,MULTIRISQUES HABITATIONS OCCUPANT (SALIM),0.05208463340505725
3857,1,SANTE ET PREVOYANCE,0.5028730985210116
3857,2,MULTIRISQUES INFORMATIQUES,0.0870908332840032
3857,3,INCENDIE LOGEMENTS  B.H,0.03577738261255847
3858,1,SANTE ET PREVOYANCE,0.6513496976310498
3858,2,CREDITS COMMERCIAUX B.H,0.025177568803546005
3858,3,RESPONSABILITE CIVILE,0.012661357946075823
3859,1,PACK TOUS RISQUES AVEC FRANCHISE,0.6243038094600887
3859,2,TOUS RISQUES CHANTIER,0.12665971151110195
3859,3,POLICE ABONNEMENT(FACULTE MARITIME),0.0800994552954697
3860,1,TEMPORAIRE DECES A CAPITAL DECROISSANT LINEAIREMENT (BTE),0.6577370668969258
3860,2,SANTE ET PREVOYANCE,0.10086905458101711
3860,3,RESPONSABILITE DECENNALE,0.02691631477023658
3861,1,SANTE ET PREVOYANCE,0.1925195879630414
3861,2,POLICE ABONNEMENT(CORPS DE PECHE),0.1309644508603513
3861,3,ASSURANCE VIE COMPLEMENT RETRAITE - HORIZON+ (AS),0.1065516753227242
3862,1,ASSISTANCES EN VOYAGES BH,0.6664219548463803
3862,2,POLICE A ALIMENTER(FACULTE AERIEN),0.08610161080601043
3862,3,SANTE ET PREVOYANCE,0.06950338911232218
3863,1,SANTE ET PREVOYANCE,0.4566448486527429
3863,2,INCENDIE RISQUES INDUSTRIEL,0.08398829913179734
3863,3,TOUS RISQUES MONTAGE,0.05226406545364901
3864,1,POLICE ABONNEMENT(FACULTE TERRESTRE),0.562884933157513
3864,2,SANTE ET PREVOYANCE,0.17204452263905887
3864,3,POLICE A ALIMENTER(FACULTE AERIEN),0.01882887933577342
3865,1,AUTOMOBILE ASSURANCE FRONTIERE TEMPORAIRE,0.47697007536919533
3865,2,INCENDIE COMMERCIAL / LEASING,0.30583259987408645
3865,3,SANTE ET PREVOYANCE,0.015769890868045287
3866,1,TOUS RISQUES CHANTIER,0.3870088768350908
3866,2,POLICE ABONNEMENT(FACULTE TERRESTRE),0.135642973100016
3866,3,SANTE ET PREVOYANCE,0.13237657217295978
3867,1,TEMPORAIRE DECES EL AMEL MICROFINANCE,0.3279904245355927
3867,2,SANTE ET PREVOYANCE,0.26010726609063195
3867,3,AUTOMOBILE ASSURANCE FRONTIERE TEMPORAIRE,0.06121627208968243
3868,1,SANTE ET PREVOYANCE,0.27805977319290814
3868,2,TOUS RISQUES MONTAGE,0.22131976927752725
3868,3,OMNICANAL AUTOMOBILE PACK1,0.1052372365693719
3869,1,DEGATS DES EAUX,0.4415333497089088
3869,2,SANTE ET PREVOYANCE,0.3039516022093513
3869,3,ASSISTANCES EN VOYAGES MJSEP,0.04958921333026061
3870,1,CREDIT STOCK,0.6307706114972705
3870,2,SANTE ET PREVOYANCE,0.13544414173815272
3870,3,MULTIRISQUES INFORMATIQUES,0.04844141064824738
3871,1,DHAMEN SFDGUI,0.5538530568018989
3871,2,ENGINS DE CHANTIERS,0.15038422157218187
3871,3,CREDITS COMMERCIAUX (AS),0.042707644431563406
3872,1,R.C PHARMACIEN,0.6316076765638049
3872,2,PACK BASIC+,0.06386897124554104
3872,3,SANTE ET PREVOYANCE,0.024063698417591817
3873,1,SANTE ET PREVOYANCE,0.6377121788309895
3873,2,AUTOMOBILE TUNISIE TELECOM,0.07299148605703458
3873,3,INCENDIE RISQUES SIMPLE AMICALE,0.01697928309626119
3874,1,SANTE ET PREVOYANCE,0.543926282176386
3874,2,POLICE A ALIMENTER(FACULTE TERRESTRE),0.07422984834158745
3874,3,INCENDIE RISQUES SIMPLE CENTRALISE,0.019542305711159676
3875,1,R.C PARAMEDICALE,0.771725110197601
3875,2,TOUS RISQUES CHANTIER,0.030742307923941486
3875,3,POLICE AU VOYAGE(CORPS DE PECHE),0.027137990384124195
3876,1,MIXTE IMPURE A CARACTERE DECES 100 * 25 (AS),0.5164747775058666
3876,2,SANTE ET PREVOYANCE,0.15997197814342573
3876,3,ENGINS DE CHANTIERS,0.0719298907651893
3877,1,ENGINS DE CHANTIERS,0.4050042225297744
3877,2,POLICE AU VOYAGE(FACULTE MARITIME),0.3140349262644077
3877,3,SANTE ET PREVOYANCE,0.02172622414766914
3878,1,POLICE ABONNEMENT(FACULTE AERIEN),0.26388647816027994
3878,2,AUTOMOBILE II,0.15076064898734018
3878,3,INCENDIE RISQUES SIMPLE,0.0440918926791607
3879,1,MULTIRISQUES PROFESSIONNELLES CENTRALISE,0.12516099219271148
3879,2,SANTE ET PREVOYANCE,0.0687690827805207
3879,3,VOL AVEC EFFRACTION DES MARCHANDISES DE TOUTE NATURE,0.03878246717738672
3880,1,ASSURANCE VIE COMPLEMENT RETRAITE - HORIZON+,0.6987394574253124
3880,2,SANTE ET PREVOYANCE,0.09948870879932521
3880,3,BRIS DE MACHINES,0.0384307134540461
3881,1,TOUS RISQUES MONTAGE,0.2213206945253247
3881,2,OMNICANAL AUTOMOBILE PACK1,0.20335456158507462
3881,3,SANTE ET PREVOYANCE,0.15134882977465264
3882,1,TEMPORAIRE DECES,0.5195249853968332
3882,2,SANTE ET PREVOYANCE,0.1973832500017887
3882,3,ENGINS DE CHANTIERS,0.05768977161579944
3883,1,POLICE AU VOYAGE(CORPS DE PECHE),0.4154660555126776
3883,2,SANTE ET PREVOYANCE,0.22639843858969017
3883,3,ENGINS DE CHANTIERS,0.06533623724745975
3884,1,BRIS DE MACHINES,0.41384566150960234
3884,2,TEMPORAIRE DECES CFE,0.05475745816431723
3884,3,TEMPORAIRE DECES A CAPITAL DECROISSANT LINEAIREMENT (STEG),0.052498708477033605
3885,1,DHAMEN COMPTE,0.5426220400137697
3885,2,POLICE AU VOYAGE(FACULTE AERIEN),0.1041383012015484
3885,3,PACK BASIC,0.0577195953058563
3886,1,AUTOMOBILE ASSURANCE FRONTIERE TEMPORAIRE,0.19725955088262295
3886,2,POLICE ABONNEMENT(FACULTE MARITIME),0.1960559230506897
3886,3,SANTE ET PREVOYANCE,0.1683312096827703
3887,1,POLICE ABONNEMENT(CORPS DE CONSTRUCTION NAVAL),0.631525260166188
3887,2,BRIS DE MACHINES,0.2234023877809184
3887,3,SANTE ET PREVOYANCE,0.011090278031739622
3888,1,PACK BASIC,0.3371178346570762
3888,2,SANTE ET PREVOYANCE,0.19282748111399753
3888,3,PACK BASIC+,0.033802295585854084
3889,1,INCENDIE COMMERCIAL / LEASING,0.5966750265134995
3889,2,SANTE ET PREVOYANCE,0.11844090872826898
3889,3,TOUS RISQUES CHANTIER,0.04234134986975587
3890,1,PACK BASIC+,0.40903676955619017
3890,2,POLICE A ALIMENTER(CORPS DE PLAISANCE),0.11931522250130976
3890,3,POLICE A ALIMENTER(CORPS DE CONSTRUCTION NAVAL),0.0844529243131701
3891,1,BRIS DE MACHINES,0.5193686030742805
3891,2,MULTIRISQUE HOTELIER,0.07127826114481602
3891,3,SANTE ET PREVOYANCE,0.02612560869153242
3892,1,AUTOMOBILE LEASING,0.5164803574724087
3892,2,SANTE ET PREVOYANCE,0.042598901335331604
3892,3,ASSISTANCES EN VOYAGES - PLAN GOLDEN,0.015093531221918463
3893,1,R.C  ETABLISSEMENT  EDUCATION PHYSIQUE ET SPORTIVES,0.6919920141352033
3893,2,POLICE ABONNEMENT(CORPS DE TOUT NAVIRES),0.02867020746224434
3893,3,POLICE AU VOYAGE(FACULTE MARITIME),0.02149460831233732
3894,1,AUTOMOBILE LEASING,0.3914154779387396
3894,2,BRIS DE MACHINES,0.12093144852175156
3894,3,TOUS RISQUES MONTAGE,0.050734656563222236
3895,1,PACK TOUS RISQUES SANS FRANCHISE,0.5142505152078918
3895,2,POLICE ABONNEMENT(CORPS DE PLAISANCE),0.10888890662626091
3895,3,SANTE ET PREVOYANCE,0.029198662468283197
3896,1,RESPONSABILITE DECENNALE,0.28733577932689525
3896,2,POLICE AU VOYAGE(FACULTE TERRESTRE),0.2517345749527193
3896,3,ENGINS DE CHANTIERS,0.06985172918485429
3897,1,PACK TOUS RISQUES AVEC FRANCHISE,0.2789206057698345
3897,2,ENGINS DE CHANTIERS,0.20625735811240234
3897,3,MULTIRISQUES HABITATIONS NON OCCUPANT (BH),0.07612914352585184
3898,1,R.C PROMONEUR EN CALECHE OU SUR MONTURE,0.5251442218726908
3898,2,SANTE ET PREVOYANCE,0.30310878952758447
3898,3,DHAMEN COMPTE,0.004720778885988313
3899,1,DHAMEN,0.5200146454556194
3899,2,POLICE AU VOYAGE(CORPS DE TOUT NAVIRES),0.10721636475434537
3899,3,SANTE ET PREVOYANCE,0.08988399040042067
3900,1,SANTE ET PREVOYANCE,0.554643466462835
3900,2,ENGINS DE CHANTIERS,0.18272021875869202
3900,3,INCENDIE RISQUES SIMPLE CENTRALISE,0.011519971648020664
3901,1,TEMPORAIRE DECES - COLLECTIVE - (AS),0.5962091299961867
3901,2,PACK BASIC,0.054845914257496874
3901,3,MULTIRISQUES HABITATIONS NON OCCUPANT AMICALE,0.05051490685387258
3902,1,R.C COLONIES DE VACANCES,0.6328249237854134
3902,2,SANTE ET PREVOYANCE,0.02613712206840454
